step,phase,sent_length,source,prob,initial_state_prob_class,sentence,sentence_id,avg_response
37923,late,medium,GSN,-60.256165,low,Weight loss refers to the progress of carbon to fat per week of fat tracts and fat veins.,417512_0_1995,25.2
67759,late,long,MH,-31.461243,low,"Handing out a martini glass to Brooklyn archivist's Adonis Ashcroft, the Buffalo Sabres squad leader barely slithered but was busy staring at the locker room squad leader.",20_7_1935,25.2
26523,late,medium,MH,-17.271645,high,Robert Copsey has stopped the recording of what he is having in mind about the puppeteer.,595107_4_1395,25.142857142857142
2,early,short,MH,-36.483444,low,"Inside such hosts, they settle in the dirt.",1_4_0,25
1024,early,medium,GSN,-47.59144,low,A documentary of Aoki before meeting any female fans as they are building their own record label.,417512_2_53,25
4096,early,medium,MH,-8.584455,low,He was a participant in the Boer resistance to British South African colonial rule wearing one piece trousers.,2661329_7_215,25
13123,late,medium,MH,-26.663078,high,300; truce then loosens under Courtenay; truce loosens again under what became Rus.,2166262_8_690,25
18723,late,medium,MH,-11.445629,high,"Nearest neighbors: native speakers: partially or totally native speakers, there is some difficulty in identification.",18_6_985,25
34123,late,medium,MH,-12.819392,high,Isolated daughter making includes things like knitted bedding which stimulates curiosity about isolated daughter making.,2166262_9_1795,25
69859,late,long,gibbs,-60.08511,low,"They ""infatuate"" rather than everyone else, stressing that (with the weapon absent) people do not have any relevant materials that may to infatuate them.",4_7_1995,25
64,early,short,gibbs,-32.548634,high,These two tolerates are identical at various frequencies.,5_5_6,24.9
9959,late,short,gibbs,-46.461052,high,East fortifications map was located east of Burney.,9_7_995,24.833333333333332
36498,late,medium,gibbs,-7.6531487,high,In 2007 it stooped again and it stooped again and in 2012 it stooped again.,5_5_1920,24.705882352941178
2,early,medium,gibbs,-78.30693,low,If person wants to transport a bike in a Prague train the ticket for oversized luggage is collect.,2_7_0,24.666666666666668
4096,early,long,MH,-36.03198,low,"If an object has multiple cylinders, multiple geometries using two are compressed such that multiple cylinders are released on timed intervals simultaneously; using two can also be compressed upon release.",21_0_117,24.666666666666668
19959,late,short,GSN,-11.642715,high,Tranquillity opened up and decreated.,9_4_1995,24.666666666666668
68459,late,long,MH,-22.1603,low,Potential operating independently in a national security scenario involving Iraq above potentially dangerous limits operating independently in scenarios involving Saddam Hussein potential operating on North Korean military bases above peacetime limits Lieutenant Maj.,1114426_4_1955,24.6
37923,late,medium,MH,-22.250645,low,Her early death left renewable energy Australia having fulfilled its obligations and not responding if asked to intervene.,10_3_1995,24.5
37923,late,medium,MH,-15.547236,low,While Libyan military personnel sit and kneel anyone who serves under Gaddafi is in a deadlock.,13_2_1995,24.5
37923,late,medium,MH,-9.055428,high,I am very busy helping fight pollution by making all India University an environmentally friendly anti pollution university.,19_2_1995,24.5
61459,late,long,MH,-34.107956,high,Project Malawi members believed fatty acids usually contained impurities from weak hydrogen-bonding; Project Malawi members shut up only briefly after loud noises due to weak oligophilizing.,659772_9_1755,24.4
19959,late,short,MH,-6.7050858,high,Plunder after his death extended to lands beyond.,1371762_7_1995,24.333333333333332
34123,late,medium,MH,-17.732643,low,Ciaran helps find Wroth Smith genetically engineering San Diego after Smith genetically engineering leaves both companies.,1166202_0_1795,24.285714285714285
0,none,short,lstm,NA,none,It often had no effect on address the public embarrassment.,25_0_0,24.25
19959,late,short,MH,-13.1175785,low,Classic affliction takes place through ulcer.,0_1_1995,24.2
16,early,medium,gibbs,-64.63115,low,"The lead artist is Stillhee, but shows her desperation to come back and win another one.",0_2_0,24.125
37923,late,medium,MH,-34.237656,low,Frederic Caviezel argues that knit together is fate-see knit together: beyond the impossible.,10_7_1995,24
69859,late,long,MH,-38.626053,low,"Meadows and woods in summer it wore Cajun hats piled high, and occupied space beside its newly arrived d'Artois flatmate and composer of tubular bells rock and roll.",1114426_6_1995,24
1,early,short,gibbs,-53.5185,low,Its better audible ideals required an equally audible medium.,1_4_0,23.857142857142858
69859,late,long,MH,-24.814308,low,"Obama's weight-loss acted as impetus towards unaired weeklong filming in Tanzania and Kenya 24/7, after which Obama resumed filming unchallenged several times.",284255_1_1995,23.8
16,early,short,GSN,-25.462238,high,The west section is a fig octagon.,5_5_1,23.75
64,early,long,GSN,-13.630167,high,"During the daytime hours, the station operated with a full-power power of 4,000 watts, day and night, attached to a directional antenna, during the nighttime hours.",28_3_1,23.75
8192,early,long,MH,-32.466637,high,"For nearly all five hundred pages of that press release, Laura was willing to take risks between herself and Maryse, who Laura was horrified to find was pretty much committing suicide.",41022_6_234,23.75
19759,late,short,MH,-5.8283997,low,Voicemail - it had been a mile away.,406112_3_1975,23.75
19959,late,short,GSN,-33.058598,high,He already costumes his relationship with my mother carefully.,6_7_1995,23.75
0,none,short,lstm,NA,none,"Her braid, people were turned free to take gold .",48_0_0,23.666666666666668
64,early,short,GSN,-40.720566,low,Then the bright lulu face stuck on the door.,1_9_6,23.666666666666668
69859,late,long,MH,-22.56062,high,"Johns Hopkins did not help teens living in overseas Italian communities, while fantastic voyage helped misdemeanor teens living in Italian communities in Las Vegas the game features high resolution graphics.",1435210_4_1995,23.666666666666668
34859,late,long,gibbs,-49.861557,low,Leamington Spa Society; Swinton Chelmsford ; and Hempstead County Board of Health donate Swinton Hospital is the only Swinton voluntary hospital in Swinton.,3_8_995,23.529411764705884
4,early,medium,GSN,-48.410065,low,"Team the band is sent packing, but not without determination to come back and win the concert.",10_9_0,23.5
32,early,medium,gibbs,-52.93856,low,"It's a buzzer of hail assured with the jingle of church bells, tubular bells.",4_8_1,23.5
4,early,short,gibbs,-56.366737,low,"Inside bronze brands, they settle on the muscles.",1_0_0,23.444444444444443
999,early,medium,gibbs,-42.019157,low,Men's freestyle consisted of 2:47 (two laps of the course) m butterfly.,4_1_52,23.4
4096,early,long,MH,-42.170773,low,Tompkins' boldness increased with a series of $ 200 series canvases achieving international and national visibility in the month of August she began painting unchallenged since childhood.,284255_9_117,23.4
0,none,short,ngram,NA,none,She assumed leadership roles again move the island country club instead.,20_0_0,23.375
8192,early,short,MH,-15.972836,high,"Faith chimed in proudly, and faith recovered quickly.",6_3_819,23.25
37923,late,medium,MH,-23.039173,low,"Although adverts include oversized luggage as windscreen, stationery including oversized luggage costs extra.",417512_5_1995,23.25
19959,late,short,GSN,-5.601676,high,No need to focus on bicycling.,6_5_1995,23.22222222222222
1024,early,medium,GSN,-47.15793,high,He has garnered worldwide recognition for his work setting events such as crossings and settling down with Robin.,15_6_53,23
37923,late,medium,MH,-19.565962,low,Spartacus thanks to her stellar performance she joins Beta Theta Phi who are investigating possible brain tumors.,1434777_2_1995,23
69859,late,long,MH,-40.92181,high,"Shortly after invasion of Southern California by the Scarlet Witch, Sammy grows close to Madison Square Garden manager Snoop Seguin who Sammy hates ever since Halloween for being seen kissing Sammy.",41022_7_1995,23
69859,late,long,MH,-22.555067,high,Despite sporting a select few Inuit legend Sam Williams eyeballs Rosalie finds herself sporting new ones during Inuit legend Sam Williams days where Rosalie meets people she believes are fluent in blackfoot.,41022_5_1995,23
34123,late,medium,MH,-15.001689,high,Taxis in Sindhi cities that served chalk stopped serving chalk after demise of taxis after their demise.,16_7_1795,22.857142857142858
36023,late,medium,MH,-18.290697,high,Apologize and also apologize for resuming services that included watching television while still receiving asylum seekers support.,595107_3_1895,22.833333333333332
30323,late,medium,MH,-12.675468,high,"Gators coach prepares dinner, celebrating the victory. Blackhawk helicopter crashes; grandstand collapses.",2166262_6_1595,22.8
37923,late,medium,MH,-14.2855835,high,"Daxton spun us around just as wincing finally ceased, along with watching us too closely.",595107_9_1995,22.75
69159,late,long,GSN,-74.014114,high,"The ""keep"", it seemed, a narrow, secluded prison, or daemonite celibacy - all purely for what the slave might have done in battle with males.",659772_0_1975,22.75
37923,late,medium,GSN,-22.007288,high,Breeze turned to face the midshipman in time to hear an creaking yip.,16_0_1995,22.714285714285715
4096,early,long,MH,-21.275852,high,"However, in the fourth and deciding bout barrios was declared dead and was involved in some sort of collision with Alvarado, which prompted both fighters to consider retiring altogether.",480032_5_117,22.666666666666668
32223,late,medium,GSN,-3.5924327,low,Linguistically Bessarabian speakers are similar to Bessarabian Bessarabians.,12_6_1695,22.666666666666668
19959,late,short,GSN,-29.586788,low,Those drifting from the void's tunneling.,932629_7_1995,22.6
53059,late,long,MH,-42.737785,high,"One female frog achieved immortality; another island ceased producing female frog cysts. To cool down, youths would ask questions rather than engram; another island specialized in informatics.",1873167_5_1515,22.6
9759,late,short,gibbs,-35.654984,low,Our train started to aware and backtrack.,0_8_975,22.583333333333332
4096,early,medium,MH,-23.441662,low,"When catcher tries to teach his children like a schoolteacher, laxative peroxide is used.",417512_1_215,22.571428571428573
32,early,long,MH,-60.43033,low,"As indicated by the name of international formula, the main metrics used by international formula pairs are altitude, speed and lap times with cost and business values as other important components.",1355732_0_0,22.5
256,early,long,gibbs,-35.826603,low,"Because the spoon has two blades, the geometries of one blade dictate which must be attributed to reflected light, while the other should not be viewed at all.",1_5_7,22.5
69159,late,long,MH,-25.815458,high,"Southwest Alabama has layouts for airports, laid out according to Southwest Alabama calligraphy; some airports date, for example Aberdeen proving ground, to the Oligotank era.",659772_8_1975,22.5
